train/actor_loss,rollout/ep_rew_mean,time/time_elapsed,train/n_updates,rollout/ep_len_mean,train/critic_loss,train/learning_rate,time/total_timesteps,time/fps,rollout/success_rate,time/episodes
0.9017719626426697,-15.157000860000004,17804,1356910,89.27,0.13757219910621643,0.001,1357011,76,0.53,10920
0.1085151880979538,-15.637460480000001,17818,1357997,94.64,0.4505753517150879,0.001,1358098,76,0.5,10930
-0.22457477450370789,-16.415295110000002,17849,1359901,103.26,0.18829108774662018,0.001,1360002,76,0.46,10940
-0.3735758066177368,-16.3324219,17862,1361023,102.87,0.5451690554618835,0.001,1361124,76,0.44,10950
0.013035096228122711,-17.71406103,17886,1363076,113.36,0.1594606339931488,0.001,1363177,76,0.41,10960
0.5156347751617432,-19.23847198,17923,1365357,127.9,0.10112857818603516,0.001,1365458,76,0.38,10970
1.0787615776062012,-20.96253207,17957,1368220,143.99,0.5255637764930725,0.001,1368321,76,0.36,10980
1.2523846626281738,-22.74567908,18000,1371004,163.53,0.07553809881210327,0.001,1371105,76,0.34,10990
1.429972529411316,-24.845663400000003,18036,1373975,185.85,0.08688221871852875,0.001,1374076,76,0.34,11000
1.6002484560012817,-26.807643470000006,18067,1375873,198.33,0.13105344772338867,0.001,1375974,76,0.34,11010
1.577036738395691,-28.52556914,18093,1378025,211.15,0.037094563245773315,0.001,1378126,76,0.31,11020
1.5850353240966797,-29.2846553,18113,1379634,216.37,0.08082805573940277,0.001,1379735,76,0.34,11030
1.6176239252090454,-28.655634339999995,18131,1380548,206.47,0.06644035130739212,0.001,1380649,76,0.38,11040
1.7699909210205078,-28.706735489999996,18144,1381697,206.74,0.08869712054729462,0.001,1381798,76,0.41,11050
1.4479358196258545,-27.554838820000004,18155,1382551,194.75,0.053500883281230927,0.001,1382652,76,0.45,11060
1.801495909690857,-26.466572919999997,18169,1383698,183.41,0.06029319018125534,0.001,1383799,76,0.45,11070
1.5875487327575684,-24.93004386,18190,1385000,167.8,0.11409042775630951,0.001,1385101,76,0.46,11080
1.803330659866333,-23.43453768,18205,1386272,152.68,0.14652399718761444,0.001,1386373,76,0.51,11090
1.456869125366211,-21.81733478,18219,1387433,134.58,0.21912838518619537,0.001,1387534,76,0.55,11100
1.4968087673187256,-20.65617947,18239,1389025,131.52,0.04517268389463425,0.001,1389126,76,0.55,11110
1.4045945405960083,-19.196670340000004,18257,1390173,121.48,0.1100776344537735,0.001,1390274,76,0.55,11120
1.4108351469039917,-18.11438308,18269,1391166,115.32,0.22599615156650543,0.001,1391267,76,0.56,11130
1.3285956382751465,-17.89293528,18282,1392290,117.42,0.320975661277771,0.001,1392391,76,0.57,11140
1.3691651821136475,-18.14063109,18300,1393819,121.22,0.05257008969783783,0.001,1393920,76,0.57,11150
1.4822845458984375,-18.35256088,18311,1394786,122.35,0.08410774171352386,0.001,1394887,76,0.56,11160
1.5539352893829346,-18.57348496,18332,1396032,123.34,0.10025976598262787,0.001,1396133,76,0.61,11170
1.5030701160430908,-18.092318520000003,18338,1396607,116.07,0.06943785399198532,0.001,1396708,76,0.61,11180
1.3199454545974731,-19.46596341,18355,1398065,117.93,0.07247793674468994,0.001,1398166,76,0.58,11190
1.6275849342346191,-19.46627036,18367,1399050,116.17,0.1065540760755539,0.001,1399151,76,0.56,11200
1.3115571737289429,-19.24910848,18384,1400130,111.05,0.07899537682533264,0.001,1400231,76,0.6,11210
1.287109613418579,-18.91535354,18390,1400645,104.72,0.48789137601852417,0.001,1400746,76,0.62,11220
1.408717155456543,-19.639142510000003,18406,1402067,109.01,0.09328491985797882,0.001,1402168,76,0.61,11230
1.8281254768371582,-19.51565568,18415,1402806,105.16,0.05270189791917801,0.001,1402907,76,0.6,11240
1.508675217628479,-19.526813100000002,18427,1403884,100.65,0.11535674333572388,0.001,1403985,76,0.58,11250
1.5040433406829834,-19.111232459999997,18435,1404510,97.24,0.07271485775709152,0.001,1404611,76,0.58,11260
1.2947605848312378,-18.377474229999997,18447,1405313,92.81,0.08032788336277008,0.001,1405414,76,0.56,11270
1.6498386859893799,-18.719924989999996,18460,1406420,98.13,0.06418018788099289,0.001,1406521,76,0.59,11280
1.6000393629074097,-17.26135377,18474,1407604,95.39,0.08214819431304932,0.001,1407705,76,0.61,11290
1.4152603149414062,-17.09138093,18483,1408376,93.26,0.12898167967796326,0.001,1408477,76,0.63,11300
1.7712993621826172,-16.688385880000002,18496,1409435,93.05,0.3691454529762268,0.001,1409536,76,0.65,11310
1.4294261932373047,-17.075091099999998,18516,1410625,99.8,0.08172943443059921,0.001,1410726,76,0.65,11320
1.5268020629882812,-16.11644349,18524,1411302,92.35,0.16622601449489594,0.001,1411403,76,0.66,11330
1.5280368328094482,-16.65563791,18536,1412349,95.43,0.10373084247112274,0.001,1412450,76,0.65,11340
1.4640693664550781,-16.39602862,18550,1413559,96.75,0.06725654006004333,0.001,1413660,76,0.65,11350
1.2391363382339478,-16.86423783,18563,1414658,101.48,0.3513292074203491,0.001,1414759,76,0.64,11360
1.6215983629226685,-16.371768839999998,18572,1415060,97.47,0.1342254877090454,0.001,1415161,76,0.62,11370
0.9572800397872925,-16.42613268,18586,1416267,98.47,0.06671355664730072,0.001,1416368,76,0.56,11380
1.1445571184158325,-17.34463127,18601,1417520,99.16,0.10403428971767426,0.001,1417621,76,0.51,11390
0.5853208303451538,-16.627355629999997,18607,1418011,96.35,0.27824413776397705,0.001,1418112,76,0.47,11400
0.6243951320648193,-17.24034226,18622,1419235,98.0,0.10906440019607544,0.001,1419336,76,0.39,11410
0.6116766929626465,-16.17635423,18624,1419404,87.79,0.34231889247894287,0.001,1419505,76,0.33,11420
0.6554739475250244,-16.16602778,18633,1419952,86.5,0.13349393010139465,0.001,1420053,76,0.27,11430
0.4704700708389282,-14.91921792,18635,1420116,77.67,0.15640567243099213,0.001,1420217,76,0.22,11440
1.3920869827270508,-13.84441561,18637,1420319,67.6,0.20186279714107513,0.001,1420420,76,0.18,11450
0.3689790666103363,-13.428626370000002,18645,1421009,63.51,0.12449371814727783,0.001,1421110,76,0.15,11460
0.3726314306259155,-14.043893229999998,18657,1421975,69.15,0.2863115072250366,0.001,1422076,76,0.16,11470
0.25905293226242065,-12.91892072,18659,1422145,58.78,0.15677110850811005,0.001,1422246,76,0.15,11480
0.4227063059806824,-11.253138020000002,18665,1422599,50.79,0.16627326607704163,0.001,1422700,76,0.16,11490
0.26644694805145264,-10.82557398,18667,1422765,47.54,0.07813601195812225,0.001,1422866,76,0.13,11500
-0.37555524706840515,-9.44164392,18671,1423100,38.65,0.2540952265262604,0.001,1423201,76,0.15,11510
0.01910308003425598,-9.645886410000001,18674,1423378,39.74,0.15675175189971924,0.001,1423479,76,0.17,11520
0.3611639142036438,-9.21289542,18677,1423606,36.54,0.3783167004585266,0.001,1423707,76,0.18,11530
0.14961931109428406,-9.57798671,18682,1423992,38.76,0.29869818687438965,0.001,1424093,76,0.19,11540
-0.20996294915676117,-10.132749160000001,18690,1424652,43.33,0.20123286545276642,0.001,1424753,76,0.18,11550
0.7164461612701416,-9.52922955,18692,1424813,38.04,0.5003471374511719,0.001,1424914,76,0.16,11560
0.28075358271598816,-9.17910545,18700,1425417,34.42,0.18666589260101318,0.001,1425518,76,0.13,11570
-0.37181317806243896,-9.795346010000001,18703,1425726,35.81,0.2902425527572632,0.001,1425827,76,0.14,11580
0.4082964062690735,-10.46137961,18707,1426067,34.68,0.10889068990945816,0.001,1426168,76,0.1,11590
-0.1879415661096573,-11.48991013,18711,1426372,36.07,0.4001738727092743,0.001,1426473,76,0.1,11600
-1.0953950881958008,-11.656572039999999,18713,1426573,34.73,0.31770506501197815,0.001,1426674,76,0.07,11610
0.05469338595867157,-12.145216499999998,18716,1426827,34.49,0.28005626797676086,0.001,1426928,76,0.05,11620
-0.9717236757278442,-12.557439249999998,18719,1427064,34.58,0.16895973682403564,0.001,1427165,76,0.03,11630
-0.0010825693607330322,-12.43002807,18721,1427256,32.64,0.2650783061981201,0.001,1427357,76,0.02,11640
-0.3235071301460266,-12.239283929999994,18723,1427470,28.18,0.22913937270641327,0.001,1427571,76,0.02,11650
-0.5866380333900452,-12.628898880000001,18726,1427710,28.97,0.38584649562835693,0.001,1427811,76,0.02,11660
-0.8482159376144409,-12.781370840000005,18730,1428005,25.88,0.26046520471572876,0.001,1428106,76,0.01,11670
-0.9241383075714111,-12.616977129999999,18732,1428221,24.95,0.2315068393945694,0.001,1428322,76,0.0,11680
-0.051668524742126465,-12.190197269999999,18735,1428450,23.83,0.17939530313014984,0.001,1428551,76,0.0,11690
-1.340158224105835,-11.924605499999998,18738,1428719,23.47,0.32597753405570984,0.001,1428820,76,0.0,11700
-0.9051805734634399,-12.199407429999997,18741,1428983,24.1,0.28221192955970764,0.001,1429084,76,0.0,11710
