#{"t_start": 1780541856.278198, "env_id": "YaskawaGP7ReachPyBullet-Default-v0"}
r,l,t
-22.505029,82,8.712224
-57.185501,157,12.40359
-51.883505,105,15.185709
-57.384599,108,18.221999
-46.422573,82,20.620232
-42.866483,126,24.342586
-19.050817,42,25.697565
