#{"t_start": 1777540303.939203, "env_id": "YaskawaGP7ReachPyBullet-Collision-Free-v0"}
r,l,t
-80.875301,162,20.68042
-55.1665,146,30.896438
-37.178598,117,46.047069
-28.761323,75,56.919636
-38.817289,81,69.41269
-27.437997,66,79.158579
-30.843531,66,88.442505
-26.024255,67,98.104337
