#{"t_start": 1778042111.1141067, "env_id": "YaskawaGP7ReachPyBullet-Default-v0"}
r,l,t
-16.304958,89,907.742421
-16.819769,60,908.438897
-10.379423,72,909.28191
-8.071096,44,909.790534
-31.035966,300,913.320474
-8.471532,39,913.77874
-10.443701,66,914.561776
-12.844144,79,915.490364
-6.740976,54,916.130653
-10.515146,47,916.685169
-7.924754,67,917.485252
-2.799958,22,917.736084
-7.783927,39,918.25282
-10.067338,42,918.731568
-2.869672,26,919.031086
-25.457596,300,922.576725
-6.48828,49,923.146067
-5.878094,33,923.534162
-12.438517,121,924.990428
-9.258645,42,925.490067
-7.817634,37,925.926421
-11.469102,53,926.555746
-7.235875,37,926.980611
-8.378697,63,927.732873
-12.294361,54,928.374526
-8.24503,39,928.84109
-12.140399,49,929.451458
-15.506805,65,930.279168
-3.31024,15,930.465671
-7.186357,37,930.914469
-14.07448,62,931.705102
-8.982896,41,932.248648
-25.59025,300,935.854344
-8.341179,39,936.299822
-13.990454,49,936.866949
-9.746962,45,937.390909
-6.193688,32,937.752328
-4.872865,30,938.095102
-4.133701,48,938.633262
-9.902904,43,939.114035
-9.486321,41,939.582674
-14.233566,93,940.679978
-9.747223,49,941.269561
-5.578469,32,941.633775
-5.92467,40,942.103489
-9.644715,42,942.58688
-12.843543,55,943.242203
-12.015659,51,943.839191
-7.906935,36,944.250815
-11.762048,44,944.773382
-4.540772,35,945.176537
-1.661858,18,945.385977
-15.090512,92,946.511743
-14.081179,56,947.162174
-2.744073,23,947.431812
-4.03878,27,947.743008
-8.285406,37,948.16281
-14.567268,65,948.943851
-9.914514,61,949.668678
-10.972052,45,950.211731
-23.926767,300,953.762188
-8.899935,84,954.785203
-9.313193,70,955.601982
-3.375487,27,955.918003
-2.572142,22,956.185289
-13.430096,57,956.864472
-6.09293,35,957.301089
-10.627052,63,958.034645
-11.211001,55,958.692486
-3.0021,25,958.998922
-9.185545,38,959.445828
-20.176176,106,960.694128
-9.986088,60,961.416692
-8.690095,39,961.869151
-18.038242,118,963.329472
-10.313636,66,964.125084
-15.641402,140,965.773535
-11.055621,48,966.339266
-7.959764,37,966.765151
-6.892026,64,967.512149
-10.224871,110,968.785136
-5.979174,31,969.150518
-13.586555,50,969.74393
-14.600942,83,970.724699
-2.681885,21,970.961762
-18.151642,300,974.508718
-17.580938,95,975.629277
-9.950681,57,976.299581
-6.038902,40,976.774568
-14.577797,80,977.711976
-5.834403,30,978.056084
-3.227949,11,978.184067
-5.112222,11,978.31771
-5.198993,34,978.715028
-8.407698,42,979.265965
-7.000571,37,979.717102
-15.725918,54,980.358634
