rollout/ep_rew_mean,rollout/ep_len_mean,train/actor_loss,time/fps,time/total_timesteps,train/critic_loss,time/episodes,train/n_updates,rollout/success_rate,time/time_elapsed,train/learning_rate
-9.323461909999999,57.09,1.288986325263977,82,97645,0.0025802375748753548,1330,97544,0.81,1182,0.001
-9.51121764,59.45,1.412711501121521,82,98237,0.0025345743633806705,1340,98136,0.8,1189,0.001
-9.54176933,57.97,1.388528823852539,82,98663,0.0025626651477068663,1350,98562,0.78,1195,0.001
-9.13656749,54.31,1.4260449409484863,82,99151,0.003382205031812191,1360,99050,0.81,1201,0.001
-9.184602840000002,52.37,1.4214603900909424,82,99593,0.008328603580594063,1370,99492,0.82,1206,0.001
-9.28234481,52.61,1.2382892370224,82,100317,0.0017241259338334203,1380,100216,0.81,1215,0.001
-9.34338824,53.75,1.2641794681549072,82,100805,0.0020624506287276745,1390,100704,0.82,1221,0.001
-9.42936199,54.48,1.5216485261917114,82,101467,0.00659985514357686,1400,101366,0.85,1229,0.001
-9.513843920000003,54.1,1.4497114419937134,82,101864,0.0036430605687201023,1410,101763,0.87,1234,0.001
-9.671446819999998,54.11,1.3689610958099365,82,102354,0.003833034308627248,1420,102253,0.87,1240,0.001
-9.88164493,58.43,1.4079411029815674,82,103488,0.008020499721169472,1430,103387,0.87,1254,0.001
-9.87354536,56.41,1.2209258079528809,82,103878,0.005656487308442593,1440,103777,0.88,1259,0.001
-9.75293574,55.95,1.1786075830459595,82,104258,0.0024626487866044044,1450,104157,0.91,1263,0.001
-9.60112107,55.42,1.2846544981002808,82,104693,0.002517508342862129,1460,104592,0.92,1269,0.001
-9.565313390000002,57.26,1.398970603942871,82,105319,0.0033627792727202177,1470,105218,0.92,1276,0.001
-9.6428151,57.36,1.3474221229553223,82,106053,0.007428813260048628,1480,105952,0.92,1285,0.001
-9.9386107,58.95,1.368207573890686,82,106700,0.0061378320679068565,1490,106599,0.92,1293,0.001
-9.87093044,57.54,1.3938556909561157,82,107221,0.005603238940238953,1500,107120,0.93,1300,0.001
-9.81127716,58.04,1.3769928216934204,82,107668,0.0032834354788064957,1510,107567,0.92,1305,0.001
-9.729314660000002,58.09,1.3101470470428467,82,108163,0.003243157407268882,1520,108062,0.93,1311,0.001
-9.549223679999999,53.8,1.418030023574829,82,108868,0.0021584269125014544,1530,108767,0.94,1320,0.001
-9.57440439,54.22,1.5268359184265137,82,109300,0.002397111151367426,1540,109199,0.93,1325,0.001
-9.7623197,56.75,1.2055046558380127,82,109933,0.004033747594803572,1550,109832,0.91,1333,0.001
-9.764579269999999,56.97,1.4614043235778809,82,110390,0.00283486838452518,1560,110289,0.9,1339,0.001
-9.787996479999999,57.63,1.2597155570983887,82,111082,0.0028276490047574043,1570,110981,0.9,1347,0.001
-9.77825252,58.4,1.2330690622329712,82,111893,0.0017598113045096397,1580,111792,0.9,1357,0.001
-9.552262489999999,57.6,1.3353450298309326,82,112460,0.0027683658991008997,1590,112359,0.88,1364,0.001
-9.659942469999999,57.11,1.3636140823364258,82,112932,0.0028847865760326385,1600,112831,0.83,1370,0.001
-9.8270646,59.5,1.6273449659347534,82,113618,0.0025457781739532948,1610,113517,0.82,1379,0.001
-9.504056369999999,59.02,1.4548956155776978,82,114065,0.001976212253794074,1620,113964,0.83,1384,0.001
-9.39770357,56.12,1.3512052297592163,82,114480,0.0018092520767822862,1630,114379,0.81,1389,0.001
-9.22149428,56.0,1.3693219423294067,82,114900,0.008111443370580673,1640,114799,0.82,1394,0.001
-9.43303989,61.36,1.5495518445968628,82,116069,0.0023955157957971096,1650,115968,0.81,1409,0.001
-9.58625538,61.48,1.3452732563018799,82,116538,0.0018775544594973326,1660,116437,0.81,1415,0.001
-9.4636251,61.17,1.2906726598739624,82,117199,0.010945552960038185,1670,117098,0.8,1423,0.001
-9.452932429999999,60.3,1.402774453163147,82,117923,0.0030414469074457884,1680,117822,0.81,1432,0.001
-9.63006634,61.47,1.30092453956604,82,118607,0.0036528045311570168,1690,118506,0.81,1440,0.001
-9.69561653,63.88,1.1385654211044312,82,119320,0.0038743866607546806,1700,119219,0.85,1449,0.001
-9.52269859,61.61,1.3211361169815063,82,119779,0.0033760485239326954,1710,119678,0.87,1455,0.001
-9.736277539999998,61.31,1.2409021854400635,82,120196,0.0030540411826223135,1720,120095,0.87,1460,0.001
-9.98619318,66.95,1.3869258165359497,82,121175,0.01202685758471489,1730,121074,0.88,1472,0.001
-10.197227739999999,67.04,1.3438410758972168,82,121604,0.006253443658351898,1740,121503,0.88,1477,0.001
-10.32706135,63.64,1.5129516124725342,82,122433,0.003475501900538802,1750,122332,0.9,1488,0.001
-10.232379869999999,64.96,1.3918776512145996,82,123034,0.0013591296738013625,1760,122933,0.91,1495,0.001
-10.3209486,62.26,1.3666768074035645,82,123425,0.002788433339446783,1770,123324,0.92,1500,0.001
-10.28079643,61.72,1.4366328716278076,82,124095,0.0042113312520086765,1780,123994,0.91,1508,0.001
-10.1327278,60.14,1.4183911085128784,82,124621,0.0027682227082550526,1790,124520,0.93,1515,0.001
-9.886433479999999,57.49,1.4533181190490723,82,125069,0.004290038254112005,1800,124968,0.93,1520,0.001
-9.94671548,57.38,1.4295262098312378,82,125517,0.004979562014341354,1810,125416,0.94,1526,0.001
-9.96304351,58.15,1.4988350868225098,82,126011,0.002136505674570799,1820,125910,0.93,1532,0.001
-9.74815413,55.11,1.2239899635314941,82,126686,0.0034003029577434063,1830,126585,0.95,1540,0.001
-9.78851347,55.09,1.3893340826034546,82,127113,0.005001818761229515,1840,127012,0.94,1546,0.001
-9.252117909999999,50.53,1.375180959701538,82,127486,0.0037185978144407272,1850,127385,0.95,1550,0.001
-9.207619639999997,48.84,1.4378206729888916,82,127918,0.0034846686758100986,1860,127817,0.95,1556,0.001
-9.47275845,50.74,1.3960169553756714,82,128499,0.0024025223683565855,1870,128398,0.94,1563,0.001
-8.96119936,47.63,1.499974012374878,82,128858,0.0014129567425698042,1880,128757,0.96,1568,0.001
-8.77485763,49.77,1.6629457473754883,82,129598,0.019251888617873192,1890,129497,0.95,1577,0.001
-8.837800269999999,49.27,1.386374592781067,82,129996,0.0024911463260650635,1900,129895,0.95,1582,0.001
-8.96148091,49.32,1.5086846351623535,82,130449,0.00851358100771904,1910,130348,0.93,1587,0.001
-8.82621859,48.49,1.3488714694976807,82,130860,0.002805647673085332,1920,130759,0.92,1592,0.001
-8.68650756,46.83,1.353946566581726,82,131369,0.002049946691840887,1930,131268,0.91,1599,0.001
-8.67199523,46.27,1.5015898942947388,82,131740,0.002202739706262946,1940,131639,0.88,1603,0.001
-8.946566200000001,46.83,1.321865200996399,82,132169,0.0027942899614572525,1950,132068,0.87,1609,0.001
-8.83676715,45.95,1.410758376121521,82,132513,0.0018042359733954072,1960,132412,0.86,1613,0.001
-8.59147231,45.23,1.5580164194107056,82,133022,0.004549024626612663,1970,132921,0.85,1619,0.001
-9.20530897,47.95,1.4580483436584473,82,133653,0.008107181638479233,1980,133552,0.85,1627,0.001
-9.221990139999999,46.95,1.267889142036438,82,134293,0.0028998111374676228,1990,134192,0.85,1635,0.001
-9.35275579,50.03,1.50673246383667,82,134999,0.005103109870105982,2000,134898,0.86,1643,0.001
-9.454591700000002,52.45,1.297081470489502,82,135694,0.002398662269115448,2010,135593,0.87,1652,0.001
-9.330610850000001,52.05,1.4952460527420044,82,136065,0.004501834511756897,2020,135964,0.89,1657,0.001
-9.315417540000002,52.28,1.4275503158569336,82,136597,0.00499383918941021,2030,136496,0.88,1663,0.001
-9.440153369999999,53.71,1.452481746673584,82,137111,0.002410859102383256,2040,137010,0.91,1669,0.001
-9.22991829,53.49,1.5669275522232056,82,137518,0.0028519933111965656,2050,137417,0.92,1674,0.001
-9.432775079999999,54.2,1.3727681636810303,82,137933,0.007312949746847153,2060,137832,0.93,1679,0.001
-9.15923767,52.75,1.4851293563842773,82,138297,0.0015942052705213428,2070,138196,0.95,1683,0.001
-8.97640438,51.18,1.5123038291931152,82,138771,0.0023548994213342667,2080,138670,0.95,1689,0.001
-9.08778671,51.92,1.5529310703277588,82,139485,0.004003489390015602,2090,139384,0.94,1698,0.001
-9.01353421,49.84,1.3616124391555786,82,139983,0.001915200613439083,2100,139882,0.94,1704,0.001
-8.71310235,46.6,1.3541786670684814,82,140354,0.002363508101552725,2110,140253,0.95,1709,0.001
-9.01653438,47.81,1.2958755493164062,82,140846,0.0034783659502863884,2120,140745,0.93,1715,0.001
-9.11072682,47.0,1.423703908920288,82,141297,0.0024725934490561485,2130,141196,0.94,1721,0.001
-8.887179199999999,46.79,1.4495105743408203,82,141790,0.0014376125764101744,2140,141689,0.95,1727,0.001
-8.91598479,46.3,1.5250985622406006,82,142148,0.0026626456528902054,2150,142047,0.95,1731,0.001
-8.92374906,46.12,1.4014344215393066,82,142545,0.002238114131614566,2160,142444,0.95,1736,0.001
-9.08357316,46.51,1.3662068843841553,82,142948,0.0017792992293834686,2170,142847,0.95,1741,0.001
-8.876711740000001,45.69,1.5249147415161133,82,143340,0.002940835664048791,2180,143239,0.95,1746,0.001
-8.603093999999999,42.6,1.4910244941711426,82,143745,0.0022701178677380085,2190,143644,0.96,1751,0.001
-8.627062480000001,42.72,1.39631187915802,82,144255,0.002473850268870592,2200,144154,0.94,1757,0.001
-8.622663679999999,42.82,1.5811748504638672,82,144636,0.0028288974426686764,2210,144535,0.94,1762,0.001
-8.491249719999999,42.37,1.3865087032318115,82,145083,0.002750147134065628,2220,144982,0.95,1767,0.001
-8.18741942,42.16,1.3340792655944824,82,145513,0.0021327242720872164,2230,145412,0.96,1773,0.001
-8.215173700000001,41.37,1.3229694366455078,82,145927,0.011717712506651878,2240,145826,0.94,1778,0.001
-8.18118512,41.72,1.3930975198745728,82,146320,0.003922455944120884,2250,146219,0.94,1783,0.001
-8.2041422,41.97,1.3226592540740967,82,146742,0.005080352537333965,2260,146641,0.93,1788,0.001
-8.26434145,42.09,1.4120643138885498,82,147157,0.002103002043440938,2270,147056,0.92,1794,0.001
-8.219540199999999,42.0,1.299480676651001,82,147540,0.0025193016044795513,2280,147439,0.9,1798,0.001
-8.15133471,41.13,1.481144666671753,82,147858,0.015918930992484093,2290,147757,0.9,1802,0.001
-8.060655020000002,40.27,1.4016339778900146,82,148282,0.0020925323478877544,2300,148181,0.92,1808,0.001
-8.06484122,40.41,1.497513771057129,82,148677,0.005763952620327473,2310,148576,0.92,1813,0.001
-7.957244770000001,39.66,1.436279535293579,82,149049,0.0030377365183085203,2320,148948,0.92,1817,0.001
-8.003589089999998,38.91,1.4687957763671875,81,149404,0.006802945397794247,2330,149303,0.92,1822,0.001
-7.8346588200000005,38.47,1.321833610534668,81,149774,0.00403051171451807,2340,149673,0.93,1826,0.001
-7.835884289999999,38.67,1.3560196161270142,81,150187,0.004243640229105949,2350,150086,0.92,1831,0.001
-7.70180392,38.41,1.5536435842514038,81,150583,0.00375610264018178,2360,150482,0.92,1836,0.001
-7.558583670000001,37.85,1.325013279914856,81,150942,0.0037848777137696743,2370,150841,0.93,1840,0.001
-7.671447560000001,38.86,1.4059993028640747,81,151426,0.0022334216628223658,2380,151325,0.94,1846,0.001
-7.8516571499999985,39.86,1.527541995048523,81,151844,0.004333400633186102,2390,151743,0.93,1851,0.001
-7.645526200000001,39.96,1.4165661334991455,81,152278,0.004557675216346979,2400,152177,0.91,1857,0.001
-7.766191450000001,40.08,1.2747423648834229,81,152685,0.005256278906017542,2410,152584,0.91,1862,0.001
-7.925904540000001,40.4,1.3336118459701538,81,153089,0.009772897697985172,2420,152988,0.92,1867,0.001
-8.03006578,40.85,1.4816412925720215,81,153489,0.00128235574811697,2430,153388,0.92,1871,0.001
-8.100401649999998,41.06,1.4845802783966064,81,153880,0.009016319178044796,2440,153779,0.93,1876,0.001
-8.088298609999999,40.49,1.358655333518982,81,154236,0.0031074383296072483,2450,154135,0.94,1880,0.001
-8.296058500000001,43.17,1.5132538080215454,81,154900,0.002572258934378624,2460,154799,0.95,1889,0.001
-8.50203514,43.89,1.4418714046478271,81,155331,0.0056517766788601875,2470,155230,0.95,1894,0.001
-8.30932033,42.77,1.409029245376587,82,155703,0.0020481892861425877,2480,155602,0.96,1898,0.001
-8.53630891,44.58,1.5958478450775146,82,156302,0.0017013449687510729,2490,156201,0.98,1906,0.001
-8.60197328,44.29,1.517805576324463,81,156707,0.003527540946379304,2500,156606,1.0,1911,0.001
-8.42105711,44.02,1.3852930068969727,81,157087,0.0016788995126262307,2510,156986,1.0,1915,0.001
-8.37293958,45.54,1.3634777069091797,81,157643,0.0019024203065782785,2520,157542,0.99,1922,0.001
-8.78881254,49.02,1.3455259799957275,81,158391,0.001381817739456892,2530,158290,0.97,1931,0.001
-8.929274849999999,51.71,1.3851745128631592,81,159051,0.003025967627763748,2540,158950,0.96,1940,0.001
-9.107031979999999,52.69,1.5221818685531616,81,159505,0.0022379790898412466,2550,159404,0.96,1945,0.001
-9.011685869999999,50.75,1.485007405281067,81,159975,0.0081783477216959,2560,159874,0.95,1951,0.001
-8.934755729999997,51.0,1.351452112197876,81,160431,0.0025692300405353308,2570,160330,0.95,1957,0.001
-8.95805307,51.04,1.4699773788452148,81,160807,0.004014377016574144,2580,160706,0.95,1961,0.001
-8.6975512,48.54,1.5563714504241943,81,161156,0.00852394662797451,2590,161055,0.91,1965,0.001
-8.836923070000001,50.02,1.480737566947937,81,161709,0.004179548472166061,2600,161608,0.91,1972,0.001
-8.90587662,50.06,1.4692083597183228,81,162093,0.002115598414093256,2610,161992,0.9,1977,0.001
-8.82245282,48.66,1.5376133918762207,81,162509,0.0030893583316355944,2620,162408,0.91,1982,0.001
-8.22129336,44.35,1.4282026290893555,81,162826,0.0016496359603479505,2630,162725,0.92,1986,0.001
-8.0037617,41.31,1.3312820196151733,81,163182,0.004482103046029806,2640,163081,0.93,1991,0.001
-7.954108280000001,40.96,1.5678223371505737,81,163601,0.0031414967961609364,2650,163500,0.93,1996,0.001
-8.011184120000001,41.23,1.4390939474105835,81,164098,0.007935872301459312,2660,163997,0.93,2002,0.001
-7.94835138,40.38,1.3789005279541016,81,164469,0.0019200312672182918,2670,164368,0.93,2007,0.001
-7.791408239999999,39.65,1.5956120491027832,81,164772,0.002219530986621976,2680,164671,0.93,2010,0.001
-7.81709434,39.9,1.4825048446655273,81,165146,0.002296089194715023,2690,165045,0.97,2015,0.001
-7.8839322900000015,40.92,1.4119372367858887,81,165801,0.0036857519298791885,2700,165700,0.96,2023,0.001
-7.820563560000002,41.03,1.5026719570159912,81,166196,0.005052404478192329,2710,166095,0.97,2028,0.001
-7.84292241,41.86,1.5321362018585205,81,166695,0.002749207429587841,2720,166594,0.97,2034,0.001
-7.971612989999999,42.53,1.425268530845642,81,167079,0.004004634916782379,2730,166978,0.97,2039,0.001
-8.2076034,43.58,1.421252727508545,81,167540,0.002623925916850567,2740,167439,0.97,2044,0.001
-8.288009370000001,43.7,1.3575098514556885,81,167971,0.005781768821179867,2750,167870,0.97,2050,0.001
-8.21688507,42.88,1.4363658428192139,81,168386,0.0035054218024015427,2760,168285,0.98,2055,0.001
-8.15663864,42.74,1.485283374786377,81,168743,0.0011923982528969646,2770,168642,0.98,2059,0.001
-8.440410150000002,43.77,1.4833580255508423,81,169149,0.0020530950278043747,2780,169048,0.96,2064,0.001
-8.50902301,44.22,1.3847010135650635,81,169568,0.002466882113367319,2790,169467,0.95,2070,0.001
-8.2506335,41.39,1.2616969347000122,81,169940,0.00543531309813261,2800,169839,0.96,2074,0.001
-8.14331742,41.02,1.4367563724517822,81,170298,0.01571047492325306,2810,170197,0.96,2079,0.001
-8.330815229999999,43.06,1.6034048795700073,81,171001,0.0027416362427175045,2820,170900,0.95,2088,0.001
-8.56124698,43.96,1.5205307006835938,81,171475,0.002239165361970663,2830,171374,0.95,2094,0.001
-8.427335430000001,43.29,1.510533332824707,81,171869,0.0036113366950303316,2840,171768,0.94,2098,0.001
-8.39489485,43.33,1.4868168830871582,81,172304,0.007257290184497833,2850,172203,0.94,2104,0.001
-8.701630790000001,44.44,1.411425232887268,81,172830,0.004110310692340136,2860,172729,0.94,2110,0.001
-8.92433796,47.33,1.401304006576538,81,173476,0.00689957570284605,2870,173375,0.94,2118,0.001
-8.991796959999999,47.52,1.4193086624145508,81,173901,0.0026986622251570225,2880,173800,0.96,2124,0.001
-9.09192045,48.01,1.6135621070861816,81,174369,0.002040463499724865,2890,174268,0.96,2129,0.001
-9.21451382,48.0,1.4183056354522705,81,174740,0.014878539368510246,2900,174639,0.95,2134,0.001
-9.57225448,49.34,1.5417304039001465,81,175232,0.0017884622793644667,2910,175131,0.95,2140,0.001
-9.71702404,47.77,1.4234167337417603,81,175778,0.0024667996913194656,2920,175677,0.96,2147,0.001
-9.73631994,49.78,1.4849315881729126,81,176453,0.004377010278403759,2930,176352,0.96,2155,0.001
-9.6664532,49.49,1.5075474977493286,81,176818,0.002112607005983591,2940,176717,0.97,2160,0.001
-9.70155859,49.2,1.574326753616333,81,177224,0.003053021151572466,2950,177123,0.97,2164,0.001
-9.430079419999998,48.34,1.4752730131149292,81,177664,0.003534591058269143,2960,177563,0.96,2169,0.001
-9.45371893,46.08,1.5937581062316895,81,178084,0.003915504552423954,2970,177983,0.96,2174,0.001
-9.559462439999999,46.37,1.558051586151123,81,178538,0.0031353128142654896,2980,178437,0.96,2180,0.001
-9.40471281,45.32,1.35781991481781,81,178901,0.0031522673089057207,2990,178800,0.97,2184,0.001
-9.41945882,46.76,1.500127911567688,81,179416,0.00424049561843276,3000,179315,0.98,2190,0.001
-9.404023650000001,47.17,1.3076660633087158,81,179949,0.003190330695360899,3010,179848,0.97,2196,0.001
-8.97783922,45.72,1.3944499492645264,81,180350,0.004415793344378471,3020,180249,0.95,2201,0.001
-9.43387735,48.58,1.4478721618652344,81,181311,0.004365282133221626,3030,181210,0.93,2213,0.001
-10.41552904,56.72,1.4490987062454224,81,182490,0.006139946635812521,3040,182389,0.89,2227,0.001
-10.586556550000001,61.74,1.4893574714660645,81,183398,0.0045017520897090435,3050,183297,0.88,2238,0.001
-10.83537773,65.89,1.409073829650879,81,184253,0.00351822841912508,3060,184152,0.88,2248,0.001
-10.719055780000001,66.2,1.5217052698135376,81,184704,0.007112892344594002,3070,184603,0.87,2254,0.001
-10.495353570000002,65.86,1.2934784889221191,81,185124,0.0047124531120061874,3080,185023,0.87,2259,0.001
-10.560248269999999,67.21,1.4564518928527832,81,185622,0.0027802810072898865,3090,185521,0.86,2264,0.001
-10.698956410000001,68.02,1.5098412036895752,81,186218,0.0032093168701976538,3100,186117,0.86,2271,0.001
-10.65834024,68.02,1.559314250946045,81,186751,0.0059761349111795425,3110,186650,0.85,2278,0.001
-11.002534609999998,70.43,1.4530079364776611,81,187393,0.003229372436180711,3120,187292,0.86,2285,0.001
-10.634457960000002,67.59,1.4854241609573364,82,188070,0.00511537492275238,3130,187969,0.86,2293,0.001
-9.95853453,61.65,1.4700933694839478,82,188655,0.007105836644768715,3140,188554,0.88,2300,0.001
-9.79659617,58.84,1.7122063636779785,82,189282,0.0017930251779034734,3150,189181,0.88,2307,0.001
-9.455579120000001,54.22,1.4837478399276733,82,189675,0.0036721881479024887,3160,189574,0.88,2312,0.001
-9.71794068,58.28,1.4907307624816895,82,190532,0.001979050925001502,3170,190431,0.89,2322,0.001
-9.76190795,58.1,1.6349308490753174,82,190934,0.0032077552750706673,3180,190833,0.89,2327,0.001
-9.458646360000001,56.53,1.5682756900787354,82,191275,0.004369871690869331,3190,191174,0.9,2331,0.001
-9.315087600000002,55.05,1.5105948448181152,82,191723,0.002236147876828909,3200,191622,0.89,2337,0.001
-9.144206529999998,53.7,1.5853358507156372,82,192121,0.002344234846532345,3210,192020,0.9,2341,0.001
-9.00642436,52.56,1.6053619384765625,82,192649,0.0037853247486054897,3220,192548,0.9,2348,0.001
-8.90590548,52.04,1.5226380825042725,82,193274,0.0020638564601540565,3230,193173,0.91,2355,0.001
-9.0008494,51.93,1.532355546951294,82,193848,0.00341494707390666,3240,193747,0.93,2362,0.001
-8.991320700000001,50.19,1.3565499782562256,82,194301,0.006119254976511002,3250,194200,0.94,2367,0.001
-8.968004010000001,50.28,1.4428420066833496,82,194703,0.003001211676746607,3260,194602,0.95,2372,0.001
-8.65944362,45.64,1.5659551620483398,82,195096,0.004759781062602997,3270,194995,0.95,2377,0.001
-8.526983260000002,45.21,1.5192893743515015,82,195455,0.0020009896252304316,3280,195354,0.95,2382,0.001
-9.026913279999999,46.6,1.3807313442230225,82,195935,0.0031850915402173996,3290,195834,0.95,2387,0.001
-9.03071608,46.34,1.7052216529846191,82,196357,0.009886332787573338,3300,196256,0.96,2393,0.001
-9.176969110000002,46.98,1.4487900733947754,82,196819,0.0062161399982869625,3310,196718,0.96,2398,0.001
-9.04488808,45.63,1.517554521560669,82,197212,0.0022352873347699642,3320,197111,0.97,2403,0.001
-8.78131124,43.02,1.481842041015625,82,197576,0.002700050361454487,3330,197475,0.97,2408,0.001
-8.521591769999999,41.35,1.350536823272705,82,197983,0.005017525516450405,3340,197882,0.97,2413,0.001
-8.396333059999998,40.79,1.569722294807434,82,198380,0.0029213784728199244,3350,198279,0.97,2418,0.001
-8.42902763,40.62,1.4110257625579834,82,198765,0.0017596038524061441,3360,198664,0.97,2422,0.001
-8.45975297,40.97,1.4862313270568848,82,199193,0.0034750550985336304,3370,199092,0.97,2428,0.001
-8.440031759999998,40.77,1.464585781097412,82,199532,0.003743488574400544,3380,199431,0.96,2432,0.001
-8.004333879999999,39.21,1.5683197975158691,82,199856,0.00425347313284874,3390,199755,0.94,2436,0.001
-7.93168325,39.17,1.357769250869751,82,200274,0.0036420829128473997,3400,200173,0.94,2441,0.001
-7.798614209999999,38.62,1.5412793159484863,82,200681,0.005126303527504206,3410,200580,0.94,2446,0.001
-7.866687339999999,38.86,1.641406774520874,82,201098,0.01251428946852684,3420,200997,0.92,2451,0.001
-8.3688522,43.19,1.4694355726242065,82,201895,0.008700994774699211,3430,201794,0.92,2461,0.001
-8.36409937,43.69,1.657740831375122,82,202352,0.007824371568858624,3440,202251,0.91,2467,0.001
-8.407673440000002,44.04,1.3990998268127441,82,202784,0.0024205518420785666,3450,202683,0.9,2472,0.001
-8.482008149999999,44.9,1.375567078590393,82,203255,0.003152532735839486,3460,203154,0.9,2477,0.001
-8.58241591,44.89,1.4572129249572754,82,203682,0.002298039151355624,3470,203581,0.9,2482,0.001
-8.625759760000001,45.51,1.6158668994903564,82,204083,0.0072446479462087154,3480,203982,0.91,2487,0.001
-9.088860910000001,46.98,1.4333726167678833,82,204554,0.007174471393227577,3490,204453,0.91,2493,0.001
-9.12940054,47.44,1.3984394073486328,82,205018,0.003043681848794222,3500,204917,0.91,2498,0.001
-9.226261099999999,47.61,1.4034550189971924,82,205442,0.009607238695025444,3510,205341,0.92,2503,0.001
-8.970910169999998,46.7,1.4654853343963623,82,205768,0.0029529051389545202,3520,205667,0.94,2507,0.001
-8.449819580000002,42.08,1.3686628341674805,82,206103,0.0023216060362756252,3530,206002,0.95,2512,0.001
-8.263279500000001,40.9,1.4878809452056885,82,206442,0.003521117614582181,3540,206341,0.96,2516,0.001
-8.27254525,40.57,1.5166618824005127,82,206841,0.0063502173870801926,3550,206740,0.97,2521,0.001
-8.40834939,40.86,1.4718683958053589,82,207341,0.0095071354880929,3560,207240,0.97,2527,0.001
-8.21087982,40.17,1.5681757926940918,82,207699,0.0019163090037181973,3570,207598,0.97,2531,0.001
-8.413542679999999,40.44,1.4554979801177979,82,208127,0.00421002134680748,3580,208026,0.97,2537,0.001
-8.240510839999999,39.77,1.5624709129333496,82,208531,0.0027161904145032167,3590,208430,0.99,2542,0.001
-8.333301489999998,39.41,1.5098345279693604,82,208959,0.002586809918284416,3600,208858,0.99,2547,0.001
-8.31357961,41.47,1.5546376705169678,82,209589,0.004094937816262245,3610,209488,0.98,2555,0.001
-8.512104579999999,42.24,1.473217487335205,82,209992,0.006963254883885384,3620,209891,0.98,2560,0.001
-8.42047641,42.41,1.5684120655059814,82,210344,0.004242791794240475,3630,210243,0.99,2564,0.001
-8.62978726,43.27,1.2640998363494873,82,210769,0.0015212532598525286,3640,210668,0.98,2569,0.001
-8.671278869999998,43.35,1.528286099433899,82,211176,0.0030310493893921375,3650,211075,0.97,2574,0.001
-8.61407601,45.02,1.5167655944824219,82,211843,0.002932937815785408,3660,211742,0.96,2582,0.001
-8.884676579999999,45.92,1.507443904876709,82,212291,0.003116292878985405,3670,212190,0.96,2588,0.001
-8.864995239999999,46.36,1.4298573732376099,82,212763,0.0029692845419049263,3680,212662,0.96,2594,0.001
-8.70188211,46.06,1.4942545890808105,82,213137,0.006557703949511051,3690,213036,0.95,2598,0.001
-8.535976869999999,45.68,1.6316145658493042,82,213527,0.007269752211868763,3700,213426,0.95,2603,0.001
-8.62669828,43.75,1.5394188165664673,82,213964,0.0020565520972013474,3710,213863,0.95,2609,0.001
-8.68688072,44.4,1.610273838043213,82,214432,0.0021113944239914417,3720,214331,0.95,2614,0.001
-9.13278826,46.08,1.3742055892944336,82,214952,0.0020101997070014477,3730,214851,0.95,2621,0.001
-9.02695674,45.82,1.6303339004516602,82,215351,0.0033584153279662132,3740,215250,0.95,2625,0.001
-9.21288687,47.21,1.4421863555908203,82,215897,0.004497868940234184,3750,215796,0.96,2632,0.001
-9.04420258,44.62,1.5624390840530396,82,216305,0.002481120405718684,3760,216204,0.96,2637,0.001
-8.620664439999999,43.83,1.554587483406067,82,216674,0.0012482355814427137,3770,216573,0.96,2641,0.001
-8.324002709999998,42.28,1.537550449371338,82,216991,0.003099438501521945,3780,216890,0.95,2645,0.001
-8.645594189999999,43.41,1.4841911792755127,82,217478,0.0018149877432733774,3790,217377,0.96,2651,0.001
-8.57664828,43.01,1.4561917781829834,82,217828,0.004421336576342583,3800,217727,0.96,2655,0.001
-8.48713281,43.04,1.3963162899017334,82,218268,0.002813125029206276,3810,218167,0.96,2661,0.001
-8.47733799,42.44,1.7378365993499756,82,218676,0.0019088627304881811,3820,218575,0.94,2666,0.001
-8.266279169999999,41.47,1.4332301616668701,82,219099,0.007240701466798782,3830,218998,0.94,2671,0.001
-8.30858184,41.36,1.4871772527694702,82,219487,0.003937175497412682,3840,219386,0.95,2676,0.001
-8.14970042,41.32,1.4618442058563232,82,220029,0.00378993502818048,3850,219928,0.95,2682,0.001
-8.28027318,42.33,1.462079405784607,82,220538,0.004092659335583448,3860,220437,0.96,2689,0.001
-8.50742712,42.6,1.4405802488327026,82,220934,0.004324239678680897,3870,220833,0.96,2694,0.001
-8.90959764,44.65,1.4673125743865967,82,221456,0.004148343577980995,3880,221355,0.96,2700,0.001
-8.75907655,44.44,1.5405082702636719,81,221922,0.0041085705161094666,3890,221821,0.96,2706,0.001
-8.89474878,45.47,1.2381765842437744,81,222375,0.0025579920038580894,3900,222274,0.95,2711,0.001
-9.24960601,48.41,1.3764841556549072,81,223109,0.002574366983026266,3910,223008,0.93,2720,0.001
-9.23693662,49.16,1.546474575996399,81,223592,0.002826978685334325,3920,223491,0.95,2726,0.001
-9.393166950000001,49.51,1.571861982345581,81,224050,0.001843353733420372,3930,223949,0.95,2732,0.001
-9.18308665,49.04,1.4654529094696045,81,224391,0.007626920007169247,3940,224290,0.94,2736,0.001
-9.41164468,51.53,1.4035345315933228,81,225182,0.00934066716581583,3950,225081,0.9,2746,0.001
-9.327795229999998,52.11,1.5296988487243652,81,225749,0.0040621631778776646,3960,225648,0.88,2753,0.001
-9.66644712,54.07,1.4235594272613525,81,226341,0.006302913650870323,3970,226240,0.85,2760,0.001
-9.540259429999999,53.5,1.454013466835022,81,226806,0.0031955179292708635,3980,226705,0.83,2766,0.001
-9.878207110000002,56.53,1.4166244268417358,81,227575,0.0070715718902647495,3990,227474,0.8,2776,0.001
