rollout/ep_rew_mean,rollout/ep_len_mean,train/actor_loss,time/fps,time/total_timesteps,train/critic_loss,time/episodes,train/n_updates,rollout/success_rate,time/time_elapsed,train/learning_rate
-10.29349312,72.06,1.4453874826431274,82,58288,0.0023786728270351887,710,58187,0.71,709,0.001
-10.46411883,72.95,1.383470058441162,82,58720,0.0019415952265262604,720,58619,0.72,715,0.001
-10.461794500000002,71.64,1.5670177936553955,82,59163,0.003406151896342635,730,59062,0.74,720,0.001
-10.68982864,72.09,1.3500027656555176,82,59589,0.0015178867615759373,740,59488,0.77,725,0.001
-10.713665650000001,69.73,1.3853477239608765,82,60526,0.002460287883877754,750,60425,0.77,737,0.001
-10.835329000000002,70.62,1.4451937675476074,82,60972,0.002650702139362693,760,60871,0.77,742,0.001
-10.668309759999998,70.24,1.3094984292984009,82,62022,0.003614990506321192,770,61921,0.77,754,0.001
-10.451758730000002,68.06,1.4930282831192017,82,62509,0.003720562905073166,780,62408,0.82,760,0.001
-10.505136649999999,71.05,1.4832258224487305,82,63395,0.002215938176959753,790,63294,0.81,771,0.001
-10.050005839999999,66.03,1.290138840675354,82,63890,0.0038570151664316654,800,63789,0.83,776,0.001
-9.764044060000002,60.89,1.3925509452819824,82,64377,0.0026683309115469456,810,64276,0.82,782,0.001
-9.89374476,61.1,1.3579529523849487,82,64830,0.003082942683249712,820,64729,0.78,787,0.001
-9.90638612,61.53,1.4468892812728882,82,65316,0.002209214260801673,830,65215,0.78,793,0.001
-9.95717198,64.99,1.4048399925231934,82,66088,0.002801185939460993,840,65987,0.78,802,0.001
-9.81940228,65.14,1.4429712295532227,82,67040,0.0022618775255978107,850,66939,0.78,813,0.001
-9.91943777,64.99,1.3443331718444824,82,67471,0.003651072969660163,860,67370,0.78,818,0.001
-9.54919873,60.74,1.3133447170257568,82,68096,0.002158085349947214,870,67995,0.79,825,0.001
-9.614391849999999,60.8,1.454099178314209,82,68589,0.0027228209655731916,880,68488,0.79,831,0.001
-9.54736586,57.34,1.3721281290054321,82,69129,0.0021613191347569227,890,69028,0.82,837,0.001
-9.15053717,55.96,1.4379416704177856,82,69486,0.004622898064553738,900,69385,0.83,842,0.001
-9.68732611,63.74,1.4024558067321777,82,70751,0.004156935028731823,910,70650,0.83,856,0.001
-9.597556399999998,66.36,1.3064907789230347,82,71466,0.007431494537740946,920,71365,0.86,865,0.001
-10.081433319999999,71.09,1.3929064273834229,82,72425,0.002240710658952594,930,72324,0.82,876,0.001
-10.30157209,72.18,1.375296950340271,82,73306,0.003350048791617155,940,73205,0.81,886,0.001
-10.25024864,72.39,1.4267733097076416,82,74279,0.002177266404032707,950,74178,0.8,897,0.001
-10.029368260000002,71.9,1.4331343173980713,82,74661,0.0019426157232373953,960,74560,0.82,902,0.001
-10.441879329999999,75.04,1.53653883934021,82,75600,0.001477033132687211,970,75499,0.82,913,0.001
-10.487225910000001,77.36,1.4017515182495117,82,76325,0.0029562083072960377,980,76224,0.82,921,0.001
-10.49613515,77.24,1.3649044036865234,82,76853,0.003092739498242736,990,76752,0.82,928,0.001
-11.06492843,80.52,1.4473018646240234,82,77538,0.0020483958069235086,1000,77437,0.79,936,0.001
-10.48004517,72.6,1.2546346187591553,82,78011,0.005220652092248201,1010,77910,0.82,941,0.001
-10.35203434,69.64,1.4058482646942139,82,78430,0.0019933758303523064,1020,78329,0.82,946,0.001
-10.039672360000003,67.71,1.4532248973846436,82,79196,0.0032955643255263567,1030,79095,0.84,956,0.001
-10.04607206,66.0,1.3737292289733887,82,79906,0.0019324787426739931,1040,79805,0.86,964,0.001
-10.00441113,64.66,1.3174540996551514,82,80745,0.003327446524053812,1050,80644,0.87,974,0.001
-10.146470540000001,64.8,1.26442551612854,82,81141,0.006016131490468979,1060,81040,0.85,979,0.001
-9.88919473,64.59,1.409298062324524,82,82059,0.007044125348329544,1070,81958,0.84,990,0.001
-9.832140560000001,63.58,1.397415280342102,82,82683,0.0024019370321184397,1080,82582,0.84,998,0.001
-10.01493207,65.22,1.2417049407958984,82,83375,0.0025858492590487003,1090,83274,0.82,1006,0.001
-9.56430268,62.01,1.411495327949524,82,83739,0.004493223037570715,1100,83638,0.85,1011,0.001
-9.498115120000001,63.22,1.415954828262329,82,84333,0.0035012157168239355,1110,84232,0.84,1018,0.001
-9.69781422,64.36,1.6244597434997559,82,84866,0.0024175848811864853,1120,84765,0.85,1025,0.001
-9.76244956,62.89,1.3321259021759033,82,85485,0.0022636207286268473,1130,85384,0.86,1032,0.001
-9.437871739999999,60.12,1.3411059379577637,82,85918,0.007039331831037998,1140,85817,0.86,1038,0.001
-9.29521302,56.51,1.2336711883544922,82,86396,0.0065980227664113045,1150,86295,0.88,1043,0.001
-9.2151741,57.26,1.4344511032104492,82,86867,0.0037340493872761726,1160,86766,0.89,1049,0.001
-9.157268779999999,52.98,1.4661915302276611,82,87357,0.004381054081022739,1170,87256,0.9,1055,0.001
-9.0973226,50.7,1.310626745223999,82,87753,0.0033104759640991688,1180,87652,0.91,1060,0.001
-8.85062021,50.18,1.240183711051941,82,88393,0.002596125705167651,1190,88292,0.93,1068,0.001
-9.17896317,52.31,1.4687334299087524,82,88970,0.0029371436685323715,1200,88869,0.93,1075,0.001
-9.81034535,56.93,1.4802772998809814,82,90026,0.003745655994862318,1210,89925,0.91,1088,0.001
-9.993798360000001,58.25,1.1758606433868408,82,90691,0.0042430562898516655,1220,90590,0.91,1096,0.001
-10.2827564,64.51,1.3076362609863281,82,91936,0.00523237232118845,1230,91835,0.89,1111,0.001
-10.11282842,63.74,1.4421405792236328,82,92292,0.0055481973104178905,1240,92191,0.89,1116,0.001
-9.93140116,64.7,1.5488494634628296,82,92866,0.005127361975610256,1250,92765,0.88,1123,0.001
-10.557525720000001,68.53,1.4603254795074463,82,93720,0.0029281233437359333,1260,93619,0.85,1133,0.001
-10.42021322,69.99,1.2720024585723877,82,94356,0.0015472696395590901,1270,94255,0.86,1141,0.001
-10.625095789999998,73.03,1.3390538692474365,82,95056,0.0032765730284154415,1280,94955,0.85,1150,0.001
-10.599196760000002,70.37,1.3486151695251465,82,95430,0.005200237967073917,1290,95329,0.85,1154,0.001
-10.522979449999998,70.49,1.3890111446380615,82,96019,0.004833081737160683,1300,95918,0.81,1162,0.001
-9.8916242,64.28,1.2132961750030518,82,96454,0.001740904408507049,1310,96353,0.81,1167,0.001
-9.652607909999999,62.52,1.2995812892913818,82,96943,0.005600946955382824,1320,96842,0.8,1173,0.001
