#{"t_start": 1777540226.661988, "env_id": "YaskawaGP7ReachPyBullet-Collision-Free-v0"}
r,l,t
-79.455106,176,7.47813
-43.016492,188,19.03115
-68.804571,191,32.188818
-79.956609,200,50.244901
-41.516715,200,69.221837
-56.771965,157,95.232184
-84.725568,200,119.038482
-49.033573,124,128.105195
-67.71647,124,137.044721
-46.774344,132,147.262245
-68.055997,200,162.457635
-88.263743,200,177.644706
